Zeit,Vollständiger Name,Betroffene/r Nutzer/in,Ereigniskontext,Komponente,Ereignisname,Beschreibung,Herkunft,IP-Adresse,Abschlussnote
"13. April 2023, 17:35:00",7MZMO,-,Aufgabe: Lösungen,Logdaten,Ein weiterer Satz,The user with id 7MZMO viewed the course with id 23946.,web,247.247.166.211,2.9
"13. April 2023, 19:02:00",11RP4P,-,Forum: xxx,Logdaten,Das ist ein Beispiel,The user with id 11RP4P viewed the course with id 23946.,web,60.84.143.218,3.2
"13. April 2023, 19:21:00",9DYIO,-,Link/URL: xxx,Link/URL,Ein weiterer Satz,The user with id 9DYIO updated xxx.,web,198.66.12.92,3.0
"13. April 2023, 19:36:00",25NEFW,-,Forum: xxx,Logdaten,Test Satz erfolgreich,The user with id 25NEFW viewed the course with id 23946.,web,22.252.23.174,1.5
"13. April 2023, 20:39:00",2160DU,-,Abstimmung: xxx,Logdaten,Das ist ein Beispiel,The user with id 2160DU updated xxx.,web,217.47.45.224,2.3
"13. April 2023, 20:46:00",9DYIO,-,Aufgabe: Lösungen,Logdaten,Test Satz erfolgreich,The user with id 9DYIO updated xxx.,web,198.66.12.92,3.0
"13. May 2023, 00:20:00",24SGPA,-,Forum: xxx,Logdaten,Das ist ein Beispiel,The user with id 24SGPA created xxx.,ws,111.130.182.120,2.8
"13. May 2023, 03:57:00",11RP4P,-,Kurs: Statistik,System,Ein weiterer Satz,The user with id 11RP4P viewed the course with id 23946.,web,60.84.143.218,2.8
"13. May 2023, 04:31:00",20GB9S,-,Abstimmung: xxx,Logdaten,Das ist ein Beispiel,The user with id 20GB9S updated xxx.,web,152.124.142.94,2.3
"13. May 2023, 06:21:00",19WM89,-,Aufgabe: Lösungen,Logdaten,Test Satz erfolgreich,The user with id 19WM89 updated xxx.,cli,179.0.54.180,3.5
"13. May 2023, 06:33:00",4Z0MB,-,Forum: xxx,Logdaten,Test Satz erfolgreich,The user with id 4Z0MB created xxx.,cli,200.131.31.148,3.5
"13. May 2023, 08:03:00",4Z0MB,-,Link/URL: xxx,Link/URL,Ein weiterer Satz,The user with id 4Z0MB updated xxx.,web,200.131.31.148,3.0
"13. May 2023, 09:34:00",11RP4P,-,Aufgabe: Lösungen,Logdaten,Das ist ein Beispiel,The user with id 11RP4P updated xxx.,web,60.84.143.218,3.1
"13. May 2023, 11:11:00",9O0I9,-,Link/URL: xxx,Link/URL,Das ist ein Beispiel,The user with id 9O0I9 updated xxx.,web,118.86.100.221,2.8
"13. May 2023, 12:08:00",73D0B,14LQJV,Aufgabe: Lösungen,Logdaten,Test Satz erfolgreich,The user with id 73D0B created xxx.,cli,161.106.110.223,2.0
"13. May 2023, 12:25:00",8IVCK,-,Datei: xxx,Datei,Ein weiterer Satz,The user with id 8IVCK viewed the course with id 23946.,web,229.215.239.183,3.0
"13. May 2023, 15:34:00",20GB9S,-,Forum: xxx,Logdaten,Test Satz erfolgreich,The user with id 20GB9S viewed the course with id 23946.,cli,152.124.142.94,1.7
"13. May 2023, 15:38:00",2OAJI,-,Abstimmung: xxx,Logdaten,Ein weiterer Satz,The user with id 2OAJI created xxx.,web,179.49.49.55,1.2
"13. May 2023, 16:19:00",25NEFW,-,Link/URL: xxx,Link/URL,Test Satz erfolgreich,The user with id 25NEFW viewed the course with id 23946.,web,22.252.23.174,1.2
"13. May 2023, 17:33:00",11RP4P,-,Link/URL: xxx,Link/URL,Ein weiterer Satz,The user with id 11RP4P updated xxx.,web,60.84.143.218,3.4
"13. May 2023, 17:34:00",2OAJI,-,Link/URL: xxx,Link/URL,Test Satz erfolgreich,The user with id 2OAJI updated xxx.,web,179.49.49.55,1.4
"13. May 2023, 17:40:00",297DRA,-,Forum: xxx,Logdaten,Ein weiterer Satz,The user with id 297DRA created xxx.,cli,75.104.45.32,2.6
"13. May 2023, 18:12:00",4Z0MB,-,Abstimmung: xxx,Logdaten,Test Satz erfolgreich,The user with id 4Z0MB created xxx.,web,200.131.31.148,3.4
"13. May 2023, 18:30:00",73D0B,-,Abstimmung: xxx,Logdaten,Test Satz erfolgreich,The user with id 73D0B created xxx.,web,161.106.110.223,2.2
"13. May 2023, 19:44:00",4Z0MB,-,Aufgabe: Lösungen,Logdaten,Ein weiterer Satz,The user with id 4Z0MB viewed the course with id 23946.,web,200.131.31.148,3.0
"13. May 2023, 20:10:00",14LQJV,-,Link/URL: xxx,Link/URL,Das ist ein Beispiel,The user with id 14LQJV updated xxx.,web,73.253.31.164,3.2
"13. May 2023, 22:43:00",11RP4P,-,Forum: xxx,Logdaten,Ein weiterer Satz,The user with id 11RP4P created xxx.,web,60.84.143.218,3.4
"14. April 2023, 01:46:00",24SGPA,-,Abstimmung: xxx,Logdaten,Test Satz erfolgreich,The user with id 24SGPA created xxx.,cli,146.253.0.191,3.3
"14. April 2023, 03:37:00",73D0B,-,Kurs: Statistik,System,Das ist ein Beispiel,The user with id 73D0B updated xxx.,web,161.106.110.223,2.2
"14. April 2023, 04:38:00",19WM89,-,Aufgabe: Lösungen,Logdaten,Ein weiterer Satz,The user with id 19WM89 created xxx.,web,179.0.54.180,3.0
"14. April 2023, 09:11:00",11RP4P,-,Datei: xxx,Datei,Test Satz erfolgreich,The user with id 11RP4P created xxx.,web,60.84.143.218,3.4
"14. April 2023, 11:00:00",7MZMO,-,Abstimmung: xxx,Logdaten,Das ist ein Beispiel,The user with id 7MZMO created xxx.,ws,237.72.129.124,3.0
"14. April 2023, 11:28:00",26O0KW,-,Forum: xxx,Logdaten,Ein weiterer Satz,The user with id 26O0KW viewed the course with id 23946.,web,65.136.205.127,3.2
"14. April 2023, 12:12:00",49DWY,-,Datei: xxx,Datei,Test Satz erfolgreich,The user with id 49DWY viewed the course with id 23946.,web,217.217.223.243,1.6
"14. April 2023, 13:18:00",1W3IK,-,Forum: xxx,Logdaten,Das ist ein Beispiel,The user with id 1W3IK updated xxx.,ws,5.229.13.6,2.8
"14. April 2023, 13:23:00",24SGPA,-,Aufgabe: Lösungen,Logdaten,Test Satz erfolgreich,The user with id 24SGPA updated xxx.,web,146.253.0.191,3.2
"14. April 2023, 14:45:00",15R24X,-,Kurs: Statistik,System,Das ist ein Beispiel,The user with id 15R24X created xxx.,web,156.57.138.4,3.5
"14. April 2023, 15:31:00",73D0B,-,Kurs: Statistik,System,Ein weiterer Satz,The user with id 73D0B updated xxx.,web,161.106.110.223,1.9
"14. April 2023, 16:26:00",24SGPA,-,Abstimmung: xxx,Logdaten,Das ist ein Beispiel,The user with id 24SGPA created xxx.,web,146.253.0.191,3.3
"14. April 2023, 20:34:00",27KA9H,9O0I9,Aufgabe: Lösungen,Logdaten,Ein weiterer Satz,The user with id 27KA9H updated xxx.,web,43.115.46.129,2.2
"14. April 2023, 22:03:00",9O0I9,-,Kurs: Statistik,System,Ein weiterer Satz,The user with id 9O0I9 updated xxx.,web,118.86.100.221,2.8
"14. April 2023, 23:48:00",5802T,-,Aufgabe: Lösungen,Logdaten,Test Satz erfolgreich,The user with id 5802T updated xxx.,web,16.153.61.76,2.2
"14. May 2023, 00:13:00",26CC63,-,Kurs: Statistik,System,Das ist ein Beispiel,The user with id 26CC63 updated xxx.,web,176.170.1.63,1.6
"14. May 2023, 01:15:00",24SGPA,-,Kurs: Statistik,System,Das ist ein Beispiel,The user with id 24SGPA updated xxx.,web,146.253.0.191,3.0
"14. May 2023, 02:02:00",5802T,-,Kurs: Statistik,System,Ein weiterer Satz,The user with id 5802T updated xxx.,cli,16.153.61.76,2.4
"14. May 2023, 02:59:00",49DWY,-,Abstimmung: xxx,Logdaten,Das ist ein Beispiel,The user with id 49DWY viewed the course with id 23946.,web,217.217.223.243,2.4
"14. May 2023, 03:30:00",9DYIO,-,Aufgabe: Lösungen,Logdaten,Das ist ein Beispiel,The user with id 9DYIO created xxx.,ws,43.23.1.1,3.1
"14. May 2023, 05:30:00",372V0,-,Datei: xxx,Datei,Test Satz erfolgreich,The user with id 372V0 created xxx.,ws,88.187.166.161,2.4
"14. May 2023, 05:47:00",27KA9H,-,Datei: xxx,Datei,Ein weiterer Satz,The user with id 27KA9H updated xxx.,ws,154.109.154.3,2.3
"14. May 2023, 07:15:00",5802T,-,Aufgabe: Lösungen,Logdaten,Test Satz erfolgreich,The user with id 5802T viewed the course with id 23946.,web,16.153.61.76,1.9
"14. May 2023, 09:45:00",49DWY,-,Abstimmung: xxx,Logdaten,Test Satz erfolgreich,The user with id 49DWY updated xxx.,web,217.217.223.243,2.1
"14. May 2023, 10:01:00",24SGPA,-,Datei: xxx,Datei,Test Satz erfolgreich,The user with id 24SGPA viewed the course with id 23946.,web,146.253.0.191,3.1
"14. May 2023, 13:11:00",9DYIO,-,Forum: xxx,Logdaten,Das ist ein Beispiel,The user with id 9DYIO created xxx.,web,198.66.12.92,2.6
"14. May 2023, 15:51:00",8IVCK,-,Kurs: Statistik,System,Test Satz erfolgreich,The user with id 8IVCK viewed the course with id 23946.,ws,120.187.44.244,3.4
"14. May 2023, 17:25:00",2OAJI,-,Datei: xxx,Datei,Das ist ein Beispiel,The user with id 2OAJI created xxx.,web,179.49.49.55,1.3
"14. May 2023, 17:40:00",24SGPA,-,Aufgabe: Lösungen,Logdaten,Das ist ein Beispiel,The user with id 24SGPA viewed the course with id 23946.,web,146.253.0.191,3.0
"14. May 2023, 18:19:00",25NEFW,-,Datei: xxx,Datei,Test Satz erfolgreich,The user with id 25NEFW viewed the course with id 23946.,ws,209.81.182.58,1.3
"14. May 2023, 19:05:00",24SGPA,-,Kurs: Statistik,System,Das ist ein Beispiel,The user with id 24SGPA viewed the course with id 23946.,web,146.253.0.191,3.2
"14. May 2023, 21:49:00",19WM89,-,Aufgabe: Lösungen,Logdaten,Test Satz erfolgreich,The user with id 19WM89 viewed the course with id 23946.,web,179.0.54.180,2.6
"14. May 2023, 22:37:00",49DWY,-,Abstimmung: xxx,Logdaten,Test Satz erfolgreich,The user with id 49DWY viewed the course with id 23946.,web,217.217.223.243,1.7
"15. April 2023, 00:57:00",2160DU,-,Link/URL: xxx,Link/URL,Ein weiterer Satz,The user with id 2160DU updated xxx.,web,217.47.45.224,1.7
"15. April 2023, 01:03:00",26CC63,-,Aufgabe: Lösungen,Logdaten,Das ist ein Beispiel,The user with id 26CC63 created xxx.,ws,149.166.229.238,2.0
"15. April 2023, 04:47:00",26CC63,-,Link/URL: xxx,Link/URL,Test Satz erfolgreich,The user with id 26CC63 created xxx.,web,176.170.1.63,2.1
"15. April 2023, 06:09:00",24SGPA,-,Kurs: Statistik,System,Test Satz erfolgreich,The user with id 24SGPA created xxx.,web,146.253.0.191,3.4
"15. April 2023, 08:35:00",2OAJI,-,Link/URL: xxx,Link/URL,Test Satz erfolgreich,The user with id 2OAJI updated xxx.,web,179.49.49.55,1.2
"15. April 2023, 09:02:00",297DRA,-,Datei: xxx,Datei,Test Satz erfolgreich,The user with id 297DRA created xxx.,ws,234.156.81.133,3.4
"15. April 2023, 10:19:00",5802T,-,Abstimmung: xxx,Logdaten,Das ist ein Beispiel,The user with id 5802T viewed the course with id 23946.,web,16.153.61.76,2.1
"15. April 2023, 10:47:00",14LQJV,-,Link/URL: xxx,Link/URL,Das ist ein Beispiel,The user with id 14LQJV viewed the course with id 23946.,web,73.253.31.164,2.7
"15. April 2023, 14:32:00",5802T,-,Abstimmung: xxx,Logdaten,Ein weiterer Satz,The user with id 5802T viewed the course with id 23946.,web,16.153.61.76,1.7
"15. April 2023, 15:02:00",7MZMO,260143,Datei: xxx,Datei,Test Satz erfolgreich,The user with id 7MZMO viewed the course with id 23946.,ws,204.137.195.172,3.2
"15. April 2023, 15:40:00",27KA9H,-,Kurs: Statistik,System,Ein weiterer Satz,The user with id 27KA9H viewed the course with id 23946.,web,43.115.46.129,2.1
"15. April 2023, 17:11:00",2OAJI,-,Aufgabe: Lösungen,Logdaten,Ein weiterer Satz,The user with id 2OAJI created xxx.,web,179.49.49.55,1.4
"15. April 2023, 17:29:00",7MZMO,-,Link/URL: xxx,Link/URL,Ein weiterer Satz,The user with id 7MZMO created xxx.,web,247.247.166.211,3.1
"15. April 2023, 18:43:00",2OAJI,-,Datei: xxx,Datei,Ein weiterer Satz,The user with id 2OAJI created xxx.,web,179.49.49.55,1.0
"15. April 2023, 20:30:00",49DWY,-,Abstimmung: xxx,Logdaten,Test Satz erfolgreich,The user with id 49DWY created xxx.,ws,99.151.207.116,1.7
"15. April 2023, 22:06:00",9O0I9,-,Aufgabe: Lösungen,Logdaten,Test Satz erfolgreich,The user with id 9O0I9 updated xxx.,web,118.86.100.221,3.2
"15. April 2023, 22:45:00",2160DU,-,Abstimmung: xxx,Logdaten,Test Satz erfolgreich,The user with id 2160DU updated xxx.,web,217.47.45.224,2.1
"15. April 2023, 22:49:00",9DYIO,-,Datei: xxx,Datei,Das ist ein Beispiel,The user with id 9DYIO updated xxx.,web,198.66.12.92,3.0
"15. April 2023, 23:59:00",19WM89,-,Link/URL: xxx,Link/URL,Ein weiterer Satz,The user with id 19WM89 viewed the course with id 23946.,web,179.0.54.180,3.2
"15. May 2023, 00:05:00",2OAJI,-,Kurs: Statistik,System,Das ist ein Beispiel,The user with id 2OAJI created xxx.,web,179.49.49.55,1.3
"15. May 2023, 02:02:00",20GB9S,-,Kurs: Statistik,System,Test Satz erfolgreich,The user with id 20GB9S updated xxx.,web,152.124.142.94,2.1
"15. May 2023, 05:37:00",24SGPA,-,Kurs: Statistik,System,Ein weiterer Satz,The user with id 24SGPA created xxx.,web,146.253.0.191,3.2
"15. May 2023, 06:18:00",297DRA,-,Datei: xxx,Datei,Das ist ein Beispiel,The user with id 297DRA updated xxx.,web,75.104.45.32,3.1
"15. May 2023, 08:35:00",14WQ3Q,-,Datei: xxx,Datei,Test Satz erfolgreich,The user with id 14WQ3Q viewed the course with id 23946.,web,2.242.172.221,3.5
"15. May 2023, 09:48:00",2160DU,-,Aufgabe: Lösungen,Logdaten,Test Satz erfolgreich,The user with id 2160DU viewed the course with id 23946.,web,217.47.45.224,2.4
"15. May 2023, 10:11:00",25NEFW,-,Aufgabe: Lösungen,Logdaten,Ein weiterer Satz,The user with id 25NEFW viewed the course with id 23946.,web,22.252.23.174,1.2
"15. May 2023, 10:26:00",26CC63,-,Abstimmung: xxx,Logdaten,Test Satz erfolgreich,The user with id 26CC63 updated xxx.,web,176.170.1.63,1.7
"15. May 2023, 10:53:00",8IVCK,-,Aufgabe: Lösungen,Logdaten,Test Satz erfolgreich,The user with id 8IVCK updated xxx.,web,229.215.239.183,3.5
"15. May 2023, 13:05:00",19I42S,-,Aufgabe: Lösungen,Logdaten,Ein weiterer Satz,The user with id 19I42S created xxx.,web,243.22.106.4,3.3
"15. May 2023, 13:09:00",297DRA,-,Link/URL: xxx,Link/URL,Test Satz erfolgreich,The user with id 297DRA updated xxx.,web,75.104.45.32,3.4
"15. May 2023, 16:05:00",2160DU,-,Forum: xxx,Logdaten,Test Satz erfolgreich,The user with id 2160DU viewed the course with id 23946.,web,217.47.45.224,1.8
"15. May 2023, 18:33:00",5802T,-,Link/URL: xxx,Link/URL,Ein weiterer Satz,The user with id 5802T created xxx.,web,16.153.61.76,2.1
"15. May 2023, 21:22:00",7MZMO,-,Forum: xxx,Logdaten,Ein weiterer Satz,The user with id 7MZMO updated xxx.,web,247.247.166.211,2.7
"15. May 2023, 22:17:00",7MZMO,-,Aufgabe: Lösungen,Logdaten,Das ist ein Beispiel,The user with id 7MZMO updated xxx.,web,247.247.166.211,2.8
"15. May 2023, 22:18:00",27KA9H,-,Datei: xxx,Datei,Ein weiterer Satz,The user with id 27KA9H created xxx.,ws,5.229.142.181,2.3
"15. May 2023, 23:58:00",5802T,-,Kurs: Statistik,System,Ein weiterer Satz,The user with id 5802T updated xxx.,cli,16.153.61.76,2.0
"16. April 2023, 02:10:00",1W3IK,-,Link/URL: xxx,Link/URL,Test Satz erfolgreich,The user with id 1W3IK created xxx.,web,121.222.7.20,3.0
"16. April 2023, 02:54:00",5802T,-,Kurs: Statistik,System,Test Satz erfolgreich,The user with id 5802T updated xxx.,web,16.153.61.76,2.0
"16. April 2023, 03:06:00",25NEFW,2160DU,Datei: xxx,Datei,Das ist ein Beispiel,The user with id 25NEFW created xxx.,web,22.252.23.174,1.4
"16. April 2023, 03:27:00",27KA9H,-,Datei: xxx,Datei,Ein weiterer Satz,The user with id 27KA9H created xxx.,web,43.115.46.129,2.1
"16. April 2023, 03:36:00",19WM89,-,Datei: xxx,Datei,Ein weiterer Satz,The user with id 19WM89 created xxx.,web,179.0.54.180,2.7
"16. April 2023, 04:24:00",18E2O1,-,Kurs: Statistik,System,Das ist ein Beispiel,The user with id 18E2O1 viewed the course with id 23946.,web,2.80.53.242,4.3
"16. April 2023, 05:25:00",26CC63,-,Aufgabe: Lösungen,Logdaten,Ein weiterer Satz,The user with id 26CC63 created xxx.,web,176.170.1.63,2.0
"16. April 2023, 06:39:00",7MZMO,-,Kurs: Statistik,System,Ein weiterer Satz,The user with id 7MZMO created xxx.,web,247.247.166.211,2.8
"16. April 2023, 07:21:00",13ESGP,27KA9H,Kurs: Statistik,System,Das ist ein Beispiel,The user with id 13ESGP created xxx.,ws,134.51.243.178,3.1
"16. April 2023, 09:21:00",15R24X,-,Forum: xxx,Logdaten,Ein weiterer Satz,The user with id 15R24X updated xxx.,web,156.57.138.4,2.7
"16. April 2023, 09:34:00",2160DU,-,Kurs: Statistik,System,Ein weiterer Satz,The user with id 2160DU created xxx.,web,217.47.45.224,1.6
"16. April 2023, 09:35:00",15R24X,-,Link/URL: xxx,Link/URL,Das ist ein Beispiel,The user with id 15R24X created xxx.,web,156.57.138.4,2.9
"16. April 2023, 10:04:00",27KA9H,-,Abstimmung: xxx,Logdaten,Ein weiterer Satz,The user with id 27KA9H viewed the course with id 23946.,web,43.115.46.129,2.2
"16. April 2023, 11:44:00",27KA9H,-,Forum: xxx,Logdaten,Das ist ein Beispiel,The user with id 27KA9H viewed the course with id 23946.,web,43.115.46.129,2.4
"16. April 2023, 11:46:00",26O0KW,-,Abstimmung: xxx,Logdaten,Ein weiterer Satz,The user with id 26O0KW created xxx.,web,65.136.205.127,2.8
"16. April 2023, 12:11:00",2160DU,-,Datei: xxx,Datei,Test Satz erfolgreich,The user with id 2160DU viewed the course with id 23946.,web,217.47.45.224,2.0
"16. April 2023, 12:47:00",49DWY,-,Datei: xxx,Datei,Ein weiterer Satz,The user with id 49DWY viewed the course with id 23946.,web,217.217.223.243,2.3
"16. April 2023, 13:00:00",2160DU,-,Link/URL: xxx,Link/URL,Das ist ein Beispiel,The user with id 2160DU viewed the course with id 23946.,web,217.47.45.224,2.2
"16. April 2023, 14:36:00",2OAJI,-,Aufgabe: Lösungen,Logdaten,Ein weiterer Satz,The user with id 2OAJI created xxx.,web,179.49.49.55,1.2
"16. April 2023, 15:56:00",2160DU,-,Aufgabe: Lösungen,Logdaten,Test Satz erfolgreich,The user with id 2160DU viewed the course with id 23946.,ws,203.114.20.252,2.3
"16. April 2023, 17:21:00",13ESGP,-,Kurs: Statistik,System,Das ist ein Beispiel,The user with id 13ESGP updated xxx.,cli,193.223.231.64,2.8
"16. April 2023, 20:53:00",5802T,-,Link/URL: xxx,Link/URL,Test Satz erfolgreich,The user with id 5802T updated xxx.,web,16.153.61.76,1.9
"16. April 2023, 21:02:00",11RP4P,24D0AN,Kurs: Statistik,System,Ein weiterer Satz,The user with id 11RP4P viewed the course with id 23946.,web,60.84.143.218,2.7
"16. April 2023, 21:10:00",11RP4P,-,Forum: xxx,Logdaten,Test Satz erfolgreich,The user with id 11RP4P updated xxx.,web,60.84.143.218,2.8
"16. April 2023, 21:57:00",26CC63,-,Aufgabe: Lösungen,Logdaten,Das ist ein Beispiel,The user with id 26CC63 viewed the course with id 23946.,web,176.170.1.63,1.9
"16. April 2023, 23:01:00",49DWY,-,Aufgabe: Lösungen,Logdaten,Das ist ein Beispiel,The user with id 49DWY viewed the course with id 23946.,web,217.217.223.243,2.3
"16. May 2023, 04:08:00",14WQ3Q,-,Aufgabe: Lösungen,Logdaten,Ein weiterer Satz,The user with id 14WQ3Q viewed the course with id 23946.,web,2.242.172.221,3.3
"16. May 2023, 05:52:00",8IVCK,-,Link/URL: xxx,Link/URL,Test Satz erfolgreich,The user with id 8IVCK updated xxx.,web,229.215.239.183,3.4
"16. May 2023, 06:26:00",73D0B,-,Link/URL: xxx,Link/URL,Das ist ein Beispiel,The user with id 73D0B created xxx.,web,161.106.110.223,2.1
"16. May 2023, 08:42:00",2160DU,-,Kurs: Statistik,System,Ein weiterer Satz,The user with id 2160DU created xxx.,web,217.47.45.224,2.1
"16. May 2023, 09:04:00",9DYIO,-,Aufgabe: Lösungen,Logdaten,Test Satz erfolgreich,The user with id 9DYIO created xxx.,web,198.66.12.92,2.7
"16. May 2023, 10:59:00",2160DU,-,Abstimmung: xxx,Logdaten,Das ist ein Beispiel,The user with id 2160DU updated xxx.,web,217.47.45.224,2.1
"16. May 2023, 12:45:00",2160DU,-,Forum: xxx,Logdaten,Ein weiterer Satz,The user with id 2160DU created xxx.,ws,144.129.7.24,2.3
"16. May 2023, 13:15:00",2OAJI,-,Link/URL: xxx,Link/URL,Das ist ein Beispiel,The user with id 2OAJI viewed the course with id 23946.,ws,140.91.232.86,1.3
"16. May 2023, 13:27:00",24SGPA,-,Datei: xxx,Datei,Ein weiterer Satz,The user with id 24SGPA updated xxx.,web,146.253.0.191,3.2
"16. May 2023, 13:41:00",8IVCK,-,Aufgabe: Lösungen,Logdaten,Das ist ein Beispiel,The user with id 8IVCK viewed the course with id 23946.,web,229.215.239.183,3.0
"16. May 2023, 14:22:00",27KA9H,-,Abstimmung: xxx,Logdaten,Das ist ein Beispiel,The user with id 27KA9H created xxx.,web,43.115.46.129,2.4
"16. May 2023, 15:29:00",25NEFW,-,Datei: xxx,Datei,Ein weiterer Satz,The user with id 25NEFW updated xxx.,web,22.252.23.174,1.4
"16. May 2023, 16:35:00",19WM89,-,Kurs: Statistik,System,Test Satz erfolgreich,The user with id 19WM89 viewed the course with id 23946.,web,179.0.54.180,2.9
"16. May 2023, 17:13:00",9O0I9,-,Abstimmung: xxx,Logdaten,Das ist ein Beispiel,The user with id 9O0I9 viewed the course with id 23946.,web,118.86.100.221,3.0
"16. May 2023, 17:46:00",372V0,-,Datei: xxx,Datei,Test Satz erfolgreich,The user with id 372V0 created xxx.,web,43.62.43.195,1.7
"16. May 2023, 18:04:00",26CC63,-,Kurs: Statistik,System,Das ist ein Beispiel,The user with id 26CC63 viewed the course with id 23946.,web,176.170.1.63,2.0
"16. May 2023, 18:26:00",7MZMO,-,Forum: xxx,Logdaten,Test Satz erfolgreich,The user with id 7MZMO created xxx.,web,247.247.166.211,2.7
"16. May 2023, 18:33:00",14WQ3Q,-,Kurs: Statistik,System,Das ist ein Beispiel,The user with id 14WQ3Q updated xxx.,web,2.242.172.221,2.9
"16. May 2023, 21:08:00",24SGPA,-,Kurs: Statistik,System,Ein weiterer Satz,The user with id 24SGPA updated xxx.,cli,146.253.0.191,3.2
"16. May 2023, 22:18:00",49DWY,-,Forum: xxx,Logdaten,Das ist ein Beispiel,The user with id 49DWY updated xxx.,web,217.217.223.243,2.1
"16. May 2023, 22:35:00",7MZMO,-,Forum: xxx,Logdaten,Das ist ein Beispiel,The user with id 7MZMO updated xxx.,web,247.247.166.211,3.1
"16. May 2023, 23:14:00",20GB9S,-,Link/URL: xxx,Link/URL,Das ist ein Beispiel,The user with id 20GB9S created xxx.,ws,43.29.166.231,1.9
"16. May 2023, 23:50:00",19WM89,-,Link/URL: xxx,Link/URL,Ein weiterer Satz,The user with id 19WM89 viewed the course with id 23946.,web,179.0.54.180,3.2
"16. May 2023, 23:59:00",14LQJV,-,Aufgabe: Lösungen,Logdaten,Ein weiterer Satz,The user with id 14LQJV created xxx.,web,73.253.31.164,3.1
"17. April 2023, 02:27:00",4Z0MB,-,Kurs: Statistik,System,Ein weiterer Satz,The user with id 4Z0MB viewed the course with id 23946.,web,200.131.31.148,3.0
"17. April 2023, 02:36:00",26O0KW,297DRA,Link/URL: xxx,Link/URL,Das ist ein Beispiel,The user with id 26O0KW created xxx.,web,65.136.205.127,3.1
"17. April 2023, 02:40:00",49DWY,-,Datei: xxx,Datei,Ein weiterer Satz,The user with id 49DWY viewed the course with id 23946.,web,217.217.223.243,2.0
"17. April 2023, 02:46:00",372V0,-,Aufgabe: Lösungen,Logdaten,Das ist ein Beispiel,The user with id 372V0 created xxx.,web,43.62.43.195,2.1
"17. April 2023, 02:54:00",25NEFW,24D0AN,Link/URL: xxx,Link/URL,Das ist ein Beispiel,The user with id 25NEFW updated xxx.,web,22.252.23.174,1.5
"17. April 2023, 03:12:00",25NEFW,-,Abstimmung: xxx,Logdaten,Das ist ein Beispiel,The user with id 25NEFW viewed the course with id 23946.,ws,28.28.33.154,1.3
"17. April 2023, 04:25:00",49DWY,73D0B,Kurs: Statistik,System,Das ist ein Beispiel,The user with id 49DWY updated xxx.,web,217.217.223.243,1.7
"17. April 2023, 05:29:00",372V0,24SGPA,Kurs: Statistik,System,Das ist ein Beispiel,The user with id 372V0 updated xxx.,web,43.62.43.195,2.1
"17. April 2023, 05:47:00",2160DU,73D0B,Datei: xxx,Datei,Ein weiterer Satz,The user with id 2160DU updated xxx.,web,217.47.45.224,2.0
"17. April 2023, 06:13:00",2OAJI,-,Datei: xxx,Datei,Das ist ein Beispiel,The user with id 2OAJI created xxx.,web,179.49.49.55,1.1
"17. April 2023, 07:41:00",4DMMJ,-,Datei: xxx,Datei,Das ist ein Beispiel,The user with id 4DMMJ viewed the course with id 23946.,web,4.100.75.178,4.1
"17. April 2023, 08:04:00",11RP4P,-,Forum: xxx,Logdaten,Ein weiterer Satz,The user with id 11RP4P viewed the course with id 23946.,web,60.84.143.218,3.0
"17. April 2023, 10:00:00",11RP4P,-,Kurs: Statistik,System,Das ist ein Beispiel,The user with id 11RP4P created xxx.,web,60.84.143.218,2.8
"17. April 2023, 13:49:00",2160DU,-,Abstimmung: xxx,Logdaten,Test Satz erfolgreich,The user with id 2160DU updated xxx.,web,217.47.45.224,1.9
"17. April 2023, 14:28:00",20GB9S,-,Forum: xxx,Logdaten,Test Satz erfolgreich,The user with id 20GB9S created xxx.,web,152.124.142.94,1.7
"17. April 2023, 14:43:00",24D0AN,-,Aufgabe: Lösungen,Logdaten,Test Satz erfolgreich,The user with id 24D0AN viewed the course with id 23946.,web,24.239.98.53,4.9
"17. April 2023, 15:03:00",27KA9H,-,Datei: xxx,Datei,Ein weiterer Satz,The user with id 27KA9H viewed the course with id 23946.,web,43.115.46.129,2.4
"17. April 2023, 17:47:00",9O0I9,-,Datei: xxx,Datei,Ein weiterer Satz,The user with id 9O0I9 created xxx.,cli,118.86.100.221,3.2
"17. April 2023, 18:53:00",2160DU,-,Link/URL: xxx,Link/URL,Das ist ein Beispiel,The user with id 2160DU created xxx.,ws,250.100.108.249,2.2
"17. April 2023, 19:41:00",1W3IK,-,Datei: xxx,Datei,Das ist ein Beispiel,The user with id 1W3IK created xxx.,web,121.222.7.20,3.2
"17. April 2023, 20:45:00",26O0KW,5802T,Kurs: Statistik,System,Ein weiterer Satz,The user with id 26O0KW updated xxx.,web,65.136.205.127,3.3
"17. April 2023, 21:19:00",5802T,-,Kurs: Statistik,System,Test Satz erfolgreich,The user with id 5802T viewed the course with id 23946.,web,16.153.61.76,1.6
"17. April 2023, 21:36:00",297DRA,-,Aufgabe: Lösungen,Logdaten,Ein weiterer Satz,The user with id 297DRA updated xxx.,cli,75.104.45.32,3.2
"17. April 2023, 23:04:00",19I42S,-,Datei: xxx,Datei,Test Satz erfolgreich,The user with id 19I42S created xxx.,web,243.22.106.4,2.7
